Serial,Gas_Concentration(ppm),Temperature(°C),Pressure(psi),Thermal_Gradient(°C/m),Acoustic_Amplitude(dB),Acoustic_Frequency(Hz),Flow_Rate(L/min),Segment,Leak_Type,Leak_Status
351,0.47,25.76,100.61,0.04,10.78,53.09,60.8,3,Non-Leak,0
352,708.78,21.07,75.92,1.62,50.96,609.17,52.67,4,Medium,1
353,0.77,25.01,100.05,0.06,10.99,58.83,60.76,5,Non-Leak,0
354,1201.76,19.28,60.28,2.73,74.32,823.81,44.51,6,Large,1
355,0.72,25.02,100.34,0.03,9.68,53.34,60.89,7,Non-Leak,0
356,186.01,22.92,84.74,0.82,30.65,341.83,54.5,8,Small,1
357,0.48,25.14,100.74,0.07,9.81,54.01,61.01,9,Non-Leak,0
358,660.15,21.04,76.98,1.67,51.29,642.49,52.94,10,Medium,1
359,0.69,25.18,100.01,0.04,9.76,58.54,60.9,11,Non-Leak,0
360,1201.0,18.76,61.41,2.54,75.62,771.37,44.31,12,Large,1
361,0.62,25.41,100.45,0.06,9.52,50.61,60.71,1,Non-Leak,0
362,195.25,22.83,84.38,0.71,33.03,344.09,54.49,2,Small,1
363,0.39,25.68,100.29,0.07,10.57,56.08,60.89,3,Non-Leak,0
364,680.35,21.11,75.54,1.51,50.06,625.52,52.84,4,Medium,1
365,0.48,25.33,100.49,0.06,9.02,58.14,61.05,5,Non-Leak,0
366,1054.4,19.84,61.82,2.48,73.32,782.78,45.13,6,Large,1
367,0.34,25.79,100.55,0.03,10.3,59.18,60.93,7,Non-Leak,0
368,186.75,22.49,83.35,0.82,31.2,320.94,55.92,8,Small,1
369,0.48,24.94,100.82,0.05,10.64,56.42,60.7,9,Non-Leak,0
370,663.92,21.52,76.83,1.62,50.51,601.76,52.59,10,Medium,1
371,0.38,25.11,100.83,0.06,9.2,52.31,60.93,11,Non-Leak,0
372,1172.88,19.0,60.48,2.54,73.01,840.77,44.12,12,Large,1
373,0.76,25.68,100.32,0.04,10.92,59.1,60.74,1,Non-Leak,0
374,164.93,22.24,84.94,0.89,34.26,331.99,55.99,2,Small,1
375,0.69,25.63,100.7,0.06,9.97,51.23,60.93,3,Non-Leak,0
376,665.14,21.07,76.9,1.51,51.44,629.41,52.29,4,Medium,1
377,0.76,25.36,100.9,0.05,9.72,59.63,60.99,5,Non-Leak,0
378,1003.9,19.58,60.95,2.49,75.81,775.47,43.64,6,Large,1
379,0.51,25.51,100.31,0.05,9.06,51.52,61.08,7,Non-Leak,0
380,155.01,22.48,84.8,0.86,34.27,352.7,54.08,8,Small,1
381,0.4,25.66,100.87,0.06,9.0,57.1,61.06,9,Non-Leak,0
382,713.45,20.85,76.11,1.6,50.02,613.07,52.83,10,Medium,1
383,0.89,24.76,100.37,0.04,9.68,56.19,61.01,11,Non-Leak,0
384,1038.56,18.76,60.05,2.33,73.84,805.28,45.69,12,Large,1
385,0.38,24.82,100.47,0.05,9.43,59.71,60.87,1,Non-Leak,0
386,153.51,22.72,83.23,0.75,33.53,343.11,55.85,2,Small,1
387,0.49,25.21,100.39,0.05,10.22,52.64,60.84,3,Non-Leak,0
388,653.77,20.88,75.63,1.59,50.44,644.6,53.28,4,Medium,1
389,0.62,25.76,100.38,0.05,9.16,50.38,60.99,5,Non-Leak,0
390,1099.11,19.02,60.78,2.78,75.0,772.89,44.34,6,Large,1
391,0.3,25.55,100.69,0.05,9.43,59.69,60.83,7,Non-Leak,0
392,192.82,22.61,84.26,0.85,34.08,340.52,54.24,8,Small,1
393,0.84,24.81,100.85,0.04,10.71,51.48,60.91,9,Non-Leak,0
394,692.71,20.97,75.21,1.63,51.6,605.59,52.13,10,Medium,1
395,0.85,25.24,100.42,0.04,9.7,57.29,60.94,11,Non-Leak,0
396,1166.3,19.65,60.31,2.41,75.72,819.12,45.42,12,Large,1
397,0.84,24.8,100.06,0.04,10.54,52.78,61.02,1,Non-Leak,0
398,156.56,22.51,83.81,0.81,31.78,322.36,55.86,2,Small,1
399,0.43,24.91,100.01,0.03,9.89,56.8,60.87,3,Non-Leak,0
400,681.66,21.51,76.96,1.78,50.69,618.97,52.92,4,Medium,1
401,0.32,25.36,100.28,0.04,10.89,57.98,61.0,5,Non-Leak,0
402,1150.0,18.25,60.64,2.66,74.01,778.92,43.72,6,Large,1
403,0.58,25.33,100.61,0.03,9.81,57.75,60.89,7,Non-Leak,0
404,186.22,22.81,83.6,0.85,33.79,326.27,54.53,8,Small,1
405,0.76,25.63,100.68,0.03,10.72,56.16,60.91,9,Non-Leak,0
406,668.94,20.99,77.8,1.59,50.23,607.21,53.26,10,Medium,1
407,0.41,25.23,100.58,0.06,10.99,59.02,61.06,11,Non-Leak,0
408,1088.85,18.37,61.25,2.38,75.71,800.69,45.07,12,Large,1
409,0.5,25.82,100.05,0.03,10.04,58.43,60.91,1,Non-Leak,0
410,171.22,22.83,83.47,0.72,34.79,351.44,55.38,2,Small,1
411,0.81,25.83,100.04,0.07,10.48,57.15,61.0,3,Non-Leak,0
412,656.3,20.81,76.35,1.51,50.07,614.05,52.66,4,Medium,1
413,0.31,25.29,100.73,0.04,9.85,57.14,61.08,5,Non-Leak,0
414,1212.92,18.78,59.28,2.49,72.4,777.22,44.44,6,Large,1
415,0.55,25.34,100.81,0.05,10.26,56.83,61.02,7,Non-Leak,0
416,180.52,22.45,83.2,0.9,31.6,328.35,54.33,8,Small,1
417,0.85,25.08,100.99,0.03,9.18,52.65,61.04,9,Non-Leak,0
418,697.9,20.69,75.9,1.51,51.14,629.65,52.16,10,Medium,1
419,0.88,25.59,100.6,0.06,9.36,59.92,60.98,11,Non-Leak,0
420,1144.75,19.4,60.78,2.48,75.47,846.9,44.48,12,Large,1
421,0.81,24.91,100.53,0.05,9.7,51.57,60.96,1,Non-Leak,0
422,158.35,22.81,84.7,0.71,34.0,322.88,55.63,2,Small,1
423,0.42,25.25,100.14,0.04,10.4,57.72,60.87,3,Non-Leak,0
424,708.52,20.82,77.37,1.7,50.24,626.1,52.69,4,Medium,1
425,0.49,25.73,100.85,0.04,10.66,52.7,60.94,5,Non-Leak,0
426,1183.92,19.33,59.02,2.35,72.7,809.06,44.39,6,Large,1
427,0.67,25.22,100.65,0.05,10.64,51.72,61.1,7,Non-Leak,0
428,164.07,22.68,84.24,0.88,32.71,345.65,54.3,8,Small,1
429,0.81,24.86,100.12,0.06,9.29,53.73,60.94,9,Non-Leak,0
430,717.68,21.56,77.5,1.52,51.59,629.88,52.07,10,Medium,1
431,0.63,25.16,100.77,0.05,9.98,56.47,61.08,11,Non-Leak,0
432,1219.2,18.3,59.05,2.44,73.95,781.07,45.32,12,Large,1
433,0.87,24.81,100.58,0.04,10.43,53.51,60.91,1,Non-Leak,0
434,163.07,22.68,84.05,0.81,33.19,320.7,54.88,2,Small,1
435,0.56,25.37,100.11,0.04,10.96,50.27,61.02,3,Non-Leak,0
436,673.33,21.19,76.49,1.75,51.53,634.82,52.48,4,Medium,1
437,0.63,25.53,100.1,0.05,10.57,58.35,60.86,5,Non-Leak,0
438,1049.08,19.8,61.78,2.45,73.15,842.12,44.01,6,Large,1
439,0.74,25.01,100.09,0.03,10.38,56.19,60.91,7,Non-Leak,0
440,188.04,22.32,84.56,0.71,31.67,327.14,54.87,8,Small,1
441,0.4,24.93,100.96,0.05,10.44,51.79,60.88,9,Non-Leak,0
442,687.42,21.03,77.11,1.68,50.15,618.13,53.03,10,Medium,1
443,0.78,24.77,100.58,0.05,9.7,59.7,60.86,11,Non-Leak,0
444,1210.34,18.17,59.54,2.75,72.12,818.59,44.03,12,Large,1
445,0.58,25.87,100.68,0.05,9.62,56.12,60.83,1,Non-Leak,0
446,178.44,22.2,83.31,0.79,30.58,313.07,55.26,2,Small,1
447,0.67,24.94,100.84,0.04,9.04,58.51,60.8,3,Non-Leak,0
448,692.81,21.14,76.85,1.51,51.17,600.17,53.22,4,Medium,1
449,0.74,24.73,100.79,0.05,9.24,50.01,60.97,5,Non-Leak,0
450,1163.66,19.65,60.67,2.7,75.34,838.16,44.59,6,Large,1
451,0.36,25.87,100.19,0.03,9.14,50.82,60.81,7,Non-Leak,0
452,184.26,22.67,83.22,0.74,30.09,318.59,55.75,8,Small,1
453,0.35,25.25,100.79,0.05,10.88,59.69,60.81,9,Non-Leak,0
454,719.63,20.89,76.92,1.61,51.0,630.71,52.75,10,Medium,1
455,0.66,25.47,100.71,0.06,9.43,59.29,60.78,11,Non-Leak,0
456,1140.91,18.72,60.25,2.49,72.92,791.65,44.2,12,Large,1
457,0.72,25.68,100.12,0.04,10.15,55.58,60.8,1,Non-Leak,0
458,191.71,22.61,84.6,0.73,31.43,342.45,54.3,2,Small,1
459,0.37,25.86,100.7,0.04,9.8,59.68,61.09,3,Non-Leak,0
460,662.67,21.08,76.98,1.65,51.61,649.06,53.45,4,Medium,1
461,0.33,24.82,100.74,0.07,9.95,56.57,60.79,5,Non-Leak,0
462,1120.32,18.43,59.14,2.57,74.51,779.15,45.18,6,Large,1
463,0.62,24.87,100.52,0.06,9.47,55.25,60.9,7,Non-Leak,0
464,171.38,22.59,84.19,0.85,31.28,315.29,54.14,8,Small,1
465,0.68,25.79,100.11,0.06,9.54,55.17,61.09,9,Non-Leak,0
466,660.15,21.05,76.48,1.5,51.33,645.37,53.35,10,Medium,1
467,0.45,25.87,100.75,0.03,10.04,54.38,61.0,11,Non-Leak,0
468,1159.4,19.81,60.49,2.46,72.06,810.13,43.9,12,Large,1
469,0.8,25.7,100.23,0.04,9.27,57.68,61.03,1,Non-Leak,0
470,188.63,22.25,83.91,0.8,32.17,320.44,54.78,2,Small,1
471,0.82,25.21,100.25,0.06,10.87,51.3,60.88,3,Non-Leak,0
472,682.56,21.34,76.71,1.76,50.43,617.65,52.44,4,Medium,1
473,0.57,24.72,100.09,0.05,9.87,52.65,61.1,5,Non-Leak,0
474,1011.68,19.15,61.87,2.42,73.58,817.78,45.88,6,Large,1
475,0.53,25.05,100.28,0.07,9.7,51.18,60.88,7,Non-Leak,0
476,198.96,22.94,84.61,0.85,32.22,354.47,55.83,8,Small,1
477,0.4,25.76,100.15,0.04,10.78,55.83,60.73,9,Non-Leak,0
478,694.76,21.22,77.46,1.52,50.88,645.05,53.28,10,Medium,1
479,0.39,24.92,100.85,0.06,9.82,53.03,60.79,11,Non-Leak,0
480,1210.14,18.77,59.55,2.59,73.52,827.65,43.9,12,Large,1
481,0.63,24.7,100.63,0.05,9.53,50.14,60.99,1,Non-Leak,0
482,157.96,22.26,83.08,0.89,30.42,322.17,55.71,2,Small,1
483,0.48,25.72,100.08,0.07,10.79,55.43,60.8,3,Non-Leak,0
484,707.14,20.92,77.2,1.69,51.39,645.43,53.41,4,Medium,1
485,0.46,24.92,100.11,0.06,9.01,59.6,61.02,5,Non-Leak,0
486,1074.85,18.6,59.76,2.34,74.19,828.24,44.84,6,Large,1
487,0.58,25.12,100.07,0.07,9.83,59.64,61.01,7,Non-Leak,0
488,160.42,22.32,83.07,0.75,34.79,327.4,54.71,8,Small,1
489,0.46,25.51,100.72,0.07,10.7,52.49,60.9,9,Non-Leak,0
490,707.86,21.02,76.29,1.55,51.34,639.13,52.04,10,Medium,1
491,0.35,25.22,100.69,0.04,9.35,57.99,61.01,11,Non-Leak,0
492,1113.54,19.52,61.66,2.57,72.08,771.74,44.26,12,Large,1
493,0.83,25.01,100.38,0.07,10.75,57.85,60.82,1,Non-Leak,0
494,168.31,22.71,83.4,0.86,34.66,343.22,54.32,2,Small,1
495,0.55,25.54,100.67,0.05,9.72,54.78,61.06,3,Non-Leak,0
496,697.5,20.72,77.93,1.56,51.68,620.55,52.28,4,Medium,1
497,0.83,25.68,100.91,0.04,9.71,59.39,60.76,5,Non-Leak,0
498,1129.19,18.7,60.4,2.77,72.85,776.3,45.11,6,Large,1
499,0.37,24.72,100.91,0.05,9.37,51.89,60.79,7,Non-Leak,0
500,172.18,22.71,83.32,0.89,31.94,311.56,54.79,8,Small,1
501,0.57,25.4,100.02,0.06,10.81,51.1,60.89,9,Non-Leak,0
502,677.48,21.44,76.39,1.53,50.45,641.19,52.03,10,Medium,1
503,0.63,24.96,100.53,0.07,10.32,59.38,60.75,11,Non-Leak,0
504,1001.39,19.53,61.58,2.61,72.4,780.3,44.76,12,Large,1
505,0.81,25.1,100.24,0.06,10.32,51.21,60.7,1,Non-Leak,0
506,167.94,22.35,83.81,0.82,32.1,346.62,55.46,2,Small,1
507,0.9,25.16,100.72,0.05,9.97,58.99,61.02,3,Non-Leak,0
508,708.13,20.65,75.09,1.73,50.76,619.28,53.31,4,Medium,1
509,0.89,24.97,100.96,0.06,10.02,58.86,60.95,5,Non-Leak,0
510,1110.14,18.92,59.23,2.42,73.72,842.06,45.23,6,Large,1
511,0.3,24.85,100.11,0.06,10.9,56.34,60.76,7,Non-Leak,0
512,195.6,22.59,84.84,0.71,32.3,343.94,55.93,8,Small,1
513,0.86,25.47,100.72,0.04,10.82,55.22,60.86,9,Non-Leak,0
514,703.62,21.31,76.05,1.56,50.28,618.03,52.18,10,Medium,1
515,0.75,24.74,100.14,0.04,10.06,58.79,60.87,11,Non-Leak,0
516,1075.57,18.04,59.06,2.6,75.78,817.22,43.98,12,Large,1
517,0.35,25.81,100.39,0.05,10.86,57.74,61.04,1,Non-Leak,0
518,167.89,22.75,83.74,0.71,31.85,332.11,54.37,2,Small,1
519,0.61,25.09,100.36,0.05,10.32,52.92,61.03,3,Non-Leak,0
520,673.87,21.49,75.27,1.67,50.16,621.74,52.99,4,Medium,1
521,0.84,25.7,100.99,0.06,9.18,53.25,60.99,5,Non-Leak,0
522,1152.4,18.67,60.53,2.53,75.5,815.25,43.89,6,Large,1
523,0.56,25.05,100.4,0.07,9.46,59.45,60.95,7,Non-Leak,0
524,193.93,22.33,84.67,0.82,33.73,320.7,54.37,8,Small,1
525,0.3,25.7,100.83,0.07,10.73,55.86,60.92,9,Non-Leak,0
526,715.87,20.69,77.48,1.7,50.97,635.22,53.1,10,Medium,1
527,0.66,25.87,100.63,0.06,9.03,54.81,61.07,11,Non-Leak,0
528,1040.74,18.83,59.31,2.73,73.02,798.73,45.94,12,Large,1
529,0.69,25.74,100.63,0.05,9.74,51.02,60.72,1,Non-Leak,0
530,163.03,22.73,83.37,0.77,33.99,346.78,54.36,2,Small,1
531,0.54,25.58,100.87,0.05,10.07,51.88,60.84,3,Non-Leak,0
532,676.89,20.98,75.78,1.55,51.36,641.64,52.42,4,Medium,1
533,0.61,25.77,100.68,0.04,9.0,50.2,60.98,5,Non-Leak,0
534,1146.47,18.14,60.49,2.33,74.53,817.07,43.87,6,Large,1
535,0.82,25.19,100.79,0.05,9.27,56.17,60.83,7,Non-Leak,0
536,166.59,22.33,84.52,0.83,31.47,356.09,55.61,8,Small,1
537,0.59,25.29,100.25,0.06,10.33,50.51,60.8,9,Non-Leak,0
538,711.76,21.49,75.41,1.79,51.76,635.2,52.5,10,Medium,1
539,0.62,25.69,100.08,0.03,10.61,57.77,60.84,11,Non-Leak,0
540,1003.1,18.12,61.86,2.72,73.84,795.65,44.82,12,Large,1
541,0.75,24.98,100.4,0.03,9.06,53.77,60.82,1,Non-Leak,0
542,192.63,22.79,83.29,0.85,31.75,312.91,54.46,2,Small,1
543,0.8,25.57,100.73,0.05,9.28,56.06,60.93,3,Non-Leak,0
544,690.11,21.47,75.68,1.55,50.89,613.59,52.85,4,Medium,1
545,0.49,25.74,100.79,0.04,10.21,52.46,61.07,5,Non-Leak,0
546,1150.8,19.58,59.73,2.61,72.51,846.67,45.75,6,Large,1
547,0.35,24.92,100.23,0.05,10.63,59.83,60.94,7,Non-Leak,0
548,196.22,22.3,84.55,0.8,30.49,338.93,54.27,8,Small,1
549,0.78,25.17,100.75,0.07,9.53,51.57,61.07,9,Non-Leak,0
550,673.0,20.71,75.52,1.75,51.14,607.74,52.49,10,Medium,1
551,0.5,25.71,100.9,0.06,9.29,55.04,61.09,11,Non-Leak,0
552,1137.44,18.15,61.8,2.51,73.18,821.51,43.76,12,Large,1
553,0.72,25.59,100.5,0.06,10.63,51.5,61.03,1,Non-Leak,0
554,153.03,22.81,83.8,0.73,34.19,335.0,55.15,2,Small,1
555,0.72,24.92,100.19,0.07,9.78,56.12,60.75,3,Non-Leak,0
556,659.38,20.69,76.72,1.53,51.43,644.76,53.09,4,Medium,1
557,0.54,24.99,100.71,0.07,9.76,53.33,60.91,5,Non-Leak,0
558,1040.39,19.04,60.89,2.35,75.53,781.29,43.73,6,Large,1
559,0.52,25.05,100.11,0.03,10.64,57.81,60.79,7,Non-Leak,0
560,175.42,22.91,83.32,0.76,32.87,311.97,54.95,8,Small,1
561,0.48,24.99,100.52,0.05,10.97,58.25,61.06,9,Non-Leak,0
562,656.63,21.13,75.19,1.62,51.61,641.64,53.19,10,Medium,1
563,0.34,25.76,100.98,0.06,10.22,52.43,61.04,11,Non-Leak,0
564,1144.86,18.11,60.11,2.46,73.88,825.05,44.88,12,Large,1
565,0.84,25.06,100.3,0.07,9.73,53.29,61.0,1,Non-Leak,0
566,157.33,22.34,84.14,0.83,32.92,336.7,54.39,2,Small,1
567,0.3,25.53,100.19,0.06,9.84,50.73,60.85,3,Non-Leak,0
568,673.96,20.96,75.14,1.77,51.36,624.72,52.11,4,Medium,1
569,0.62,25.46,100.76,0.04,9.25,53.78,60.79,5,Non-Leak,0
570,1028.14,19.88,61.84,2.4,75.24,771.05,44.97,6,Large,1
571,0.58,24.77,100.61,0.03,10.7,50.47,61.02,7,Non-Leak,0
572,167.06,22.49,84.56,0.86,32.91,352.81,54.87,8,Small,1
573,0.79,25.52,100.87,0.04,10.49,57.2,61.08,9,Non-Leak,0
574,697.27,20.77,77.49,1.62,50.46,628.27,53.23,10,Medium,1
575,0.31,25.63,100.47,0.04,10.89,53.29,60.82,11,Non-Leak,0
576,1015.57,19.78,60.96,2.62,75.5,842.16,43.82,12,Large,1
577,0.85,25.18,100.15,0.03,9.57,53.73,61.08,1,Non-Leak,0
578,176.92,22.55,83.7,0.76,32.74,342.88,55.14,2,Small,1
579,0.44,25.34,100.76,0.06,9.79,58.49,60.76,3,Non-Leak,0
580,659.77,21.09,75.41,1.75,51.61,631.98,53.29,4,Medium,1
581,0.34,25.66,100.75,0.05,9.95,52.79,60.91,5,Non-Leak,0
582,1149.77,19.05,60.29,2.32,75.6,788.79,44.28,6,Large,1
583,0.82,25.68,100.18,0.04,9.34,59.32,60.91,7,Non-Leak,0
584,170.63,22.83,83.18,0.76,33.97,322.01,55.39,8,Small,1
585,0.67,25.89,100.1,0.04,10.83,53.01,60.81,9,Non-Leak,0
586,685.38,21.45,77.71,1.74,50.05,610.0,53.4,10,Medium,1
587,0.68,24.75,100.43,0.03,9.49,51.68,60.83,11,Non-Leak,0
588,1072.06,19.13,60.97,2.63,75.7,833.93,44.18,12,Large,1
589,0.3,24.91,100.77,0.04,10.31,59.04,61.04,1,Non-Leak,0
590,177.95,22.58,83.89,0.88,30.17,337.98,54.25,2,Small,1
591,0.51,25.23,100.59,0.05,10.35,59.62,60.94,3,Non-Leak,0
592,695.19,21.36,76.33,1.55,51.47,618.03,52.17,4,Medium,1
593,0.55,25.04,101.0,0.05,9.8,54.99,61.08,5,Non-Leak,0
594,1082.76,18.11,61.43,2.42,72.73,817.34,44.33,6,Large,1
595,0.53,24.9,100.24,0.06,10.74,55.12,60.76,7,Non-Leak,0
596,155.37,22.81,83.8,0.81,34.33,319.54,54.13,8,Small,1
597,0.34,25.74,100.78,0.04,9.55,57.31,60.81,9,Non-Leak,0
598,694.77,20.96,76.37,1.52,50.88,630.29,52.44,10,Medium,1
599,0.48,25.46,100.4,0.04,10.57,52.15,61.01,11,Non-Leak,0
600,1202.09,18.34,60.97,2.52,74.01,783.33,45.75,12,Large,1
601,0.67,24.87,100.7,0.06,9.77,53.74,61.05,1,Non-Leak,0
602,173.01,22.53,83.46,0.86,34.08,340.89,55.56,2,Small,1
603,0.68,24.76,100.65,0.04,9.06,53.66,61.1,3,Non-Leak,0
604,679.69,20.75,75.12,1.64,50.38,609.35,52.49,4,Medium,1
605,0.31,25.03,100.79,0.03,11.0,58.52,60.89,5,Non-Leak,0
606,1079.91,19.83,60.18,2.79,72.23,837.6,43.9,6,Large,1
607,0.73,24.97,100.77,0.04,10.21,52.76,60.72,7,Non-Leak,0
608,192.83,22.48,83.22,0.89,34.28,335.65,55.04,8,Small,1
609,0.3,25.72,100.21,0.07,10.51,54.24,61.03,9,Non-Leak,0
610,703.37,20.7,75.65,1.75,50.81,626.09,52.37,10,Medium,1
611,0.63,24.82,100.23,0.03,10.34,55.86,60.78,11,Non-Leak,0
612,1171.39,19.01,59.94,2.42,73.1,809.96,45.56,12,Large,1
613,0.35,25.04,100.57,0.06,9.24,54.29,61.08,1,Non-Leak,0
614,172.83,22.85,84.69,0.87,32.58,339.22,56.0,2,Small,1
615,0.34,25.57,100.83,0.06,9.62,53.77,61.04,3,Non-Leak,0
616,698.36,20.92,75.65,1.61,50.89,640.29,53.05,4,Medium,1
617,0.85,25.87,100.93,0.06,9.69,51.23,60.96,5,Non-Leak,0
618,1095.75,18.08,60.15,2.63,72.22,830.14,44.23,6,Large,1
619,0.8,24.83,100.15,0.04,10.29,50.04,60.86,7,Non-Leak,0
620,153.06,22.21,84.2,0.7,31.26,347.77,55.35,8,Small,1
621,0.31,25.75,100.27,0.05,10.76,54.21,60.85,9,Non-Leak,0
622,689.62,20.82,76.37,1.63,51.44,639.64,52.94,10,Medium,1
623,0.33,25.86,100.48,0.07,9.66,59.54,61.03,11,Non-Leak,0
624,1182.79,19.86,61.17,2.66,73.47,807.84,44.58,12,Large,1
625,0.35,25.83,100.46,0.04,10.27,59.88,60.8,1,Non-Leak,0
626,175.73,22.28,83.11,0.83,33.25,317.74,54.02,2,Small,1
627,0.87,25.8,100.88,0.06,10.93,54.98,61.03,3,Non-Leak,0
628,707.1,21.0,76.97,1.7,51.12,609.64,52.14,4,Medium,1
629,0.75,25.49,100.19,0.03,10.03,52.54,60.9,5,Non-Leak,0
630,1056.17,19.14,59.16,2.66,74.5,783.85,45.64,6,Large,1
631,0.67,25.49,100.4,0.05,9.89,50.76,60.88,7,Non-Leak,0
632,152.11,22.83,84.97,0.71,32.19,312.62,55.64,8,Small,1
633,0.32,24.94,101.0,0.07,9.68,53.0,60.79,9,Non-Leak,0
634,666.61,20.96,75.88,1.66,51.38,643.76,53.14,10,Medium,1
635,0.82,25.85,100.73,0.05,9.52,51.93,60.76,11,Non-Leak,0
636,1207.43,18.68,61.56,2.49,72.7,791.23,45.44,12,Large,1
637,0.54,24.75,100.83,0.04,9.52,52.18,60.84,1,Non-Leak,0
638,182.93,22.25,83.5,0.72,31.65,350.79,54.7,2,Small,1
639,0.5,24.79,100.04,0.03,10.76,56.7,60.7,3,Non-Leak,0
640,719.81,20.75,77.18,1.66,51.53,631.52,52.7,4,Medium,1
641,0.34,25.46,100.63,0.05,9.18,54.2,60.85,5,Non-Leak,0
642,1173.3,19.32,60.85,2.36,72.68,811.21,44.62,6,Large,1
643,0.9,25.36,100.34,0.07,9.52,59.57,60.8,7,Non-Leak,0
644,183.31,22.69,84.37,0.89,32.31,355.52,54.89,8,Small,1
645,0.4,24.85,100.97,0.05,9.3,59.67,60.76,9,Non-Leak,0
646,707.01,20.89,76.5,1.64,50.86,626.08,52.06,10,Medium,1
647,0.57,25.78,100.74,0.06,9.54,51.26,60.82,11,Non-Leak,0
648,1171.98,19.71,61.55,2.76,73.91,830.12,44.25,12,Large,1
649,0.58,25.2,100.0,0.04,10.23,55.78,60.78,1,Non-Leak,0
650,182.96,22.76,84.59,0.79,34.44,347.72,55.34,2,Small,1
651,0.54,24.95,100.36,0.05,10.43,59.72,61.05,3,Non-Leak,0
652,653.13,21.26,75.7,1.67,51.61,622.6,53.25,4,Medium,1
653,0.84,25.61,100.59,0.04,10.36,51.4,60.77,5,Non-Leak,0
654,1172.64,19.88,60.73,2.32,73.97,849.99,43.65,6,Large,1
655,0.81,25.05,100.68,0.06,9.8,56.78,60.84,7,Non-Leak,0
656,171.97,22.3,83.67,0.72,31.49,336.19,55.32,8,Small,1
657,0.85,25.14,100.36,0.05,9.17,59.25,60.83,9,Non-Leak,0
658,717.07,21.19,77.48,1.79,51.62,616.77,53.46,10,Medium,1
659,0.81,25.77,100.24,0.05,10.19,50.3,60.91,11,Non-Leak,0
660,1180.69,18.05,59.81,2.61,72.22,800.77,44.73,12,Large,1
661,0.85,25.81,100.34,0.06,9.54,54.28,60.93,1,Non-Leak,0
662,189.55,22.24,84.04,0.8,33.95,310.53,55.38,2,Small,1
663,0.83,25.02,100.26,0.05,10.74,57.59,61.01,3,Non-Leak,0
664,676.97,21.33,77.26,1.64,50.65,611.72,53.15,4,Medium,1
665,0.6,24.83,100.83,0.06,9.03,50.07,60.79,5,Non-Leak,0
666,1216.21,18.97,59.71,2.67,75.25,800.99,45.08,6,Large,1
667,0.45,24.74,100.79,0.05,10.59,56.7,60.79,7,Non-Leak,0
668,184.37,22.79,84.95,0.89,30.57,322.67,54.55,8,Small,1
669,0.63,25.69,100.62,0.04,10.59,51.55,60.93,9,Non-Leak,0
670,713.98,20.69,76.8,1.56,51.52,600.97,52.18,10,Medium,1
671,0.87,25.14,100.35,0.07,10.97,55.37,60.79,11,Non-Leak,0
672,1102.93,18.73,60.75,2.78,72.4,842.19,45.55,12,Large,1
673,0.68,24.73,100.46,0.03,10.09,59.3,60.76,1,Non-Leak,0
674,166.49,22.25,84.54,0.71,32.42,314.07,54.42,2,Small,1
675,0.44,24.99,100.38,0.07,10.78,58.43,61.0,3,Non-Leak,0
676,712.54,20.65,77.42,1.53,50.44,618.01,52.23,4,Medium,1
677,0.49,25.21,100.61,0.05,9.75,51.06,60.7,5,Non-Leak,0
678,1098.5,18.26,59.13,2.56,74.86,826.41,43.84,6,Large,1
679,0.44,25.54,100.16,0.05,10.38,56.01,60.87,7,Non-Leak,0
680,164.53,22.22,83.17,0.76,30.41,327.01,55.2,8,Small,1
681,0.34,24.79,100.46,0.06,9.29,55.4,61.02,9,Non-Leak,0
682,673.01,20.75,76.51,1.77,51.08,638.57,53.41,10,Medium,1
683,0.57,25.07,100.48,0.04,10.62,52.9,61.03,11,Non-Leak,0
684,1187.69,18.16,60.78,2.58,75.37,836.5,45.0,12,Large,1
685,0.48,25.59,100.88,0.03,9.74,58.19,60.98,1,Non-Leak,0
686,178.07,22.56,83.76,0.75,32.69,333.06,54.59,2,Small,1
687,0.62,25.86,100.72,0.03,9.65,57.6,60.83,3,Non-Leak,0
688,664.31,20.96,76.61,1.55,50.12,631.69,53.31,4,Medium,1
689,0.71,24.95,100.64,0.05,10.39,55.51,60.73,5,Non-Leak,0
690,1021.57,19.15,60.27,2.59,75.29,827.77,43.88,6,Large,1
691,0.38,24.99,100.21,0.05,9.95,54.77,60.7,7,Non-Leak,0
692,199.59,22.85,83.95,0.81,32.67,313.6,54.21,8,Small,1
693,0.8,25.8,100.07,0.03,10.76,58.03,61.05,9,Non-Leak,0
694,654.87,20.6,76.85,1.52,51.0,635.51,53.1,10,Medium,1
695,0.79,25.87,100.07,0.05,10.4,52.75,61.06,11,Non-Leak,0
696,1101.5,18.72,61.59,2.35,73.78,819.68,45.52,12,Large,1
697,0.51,24.81,100.3,0.05,10.84,59.05,60.87,1,Non-Leak,0
698,167.06,22.77,83.08,0.86,34.31,313.96,55.83,2,Small,1
699,0.8,25.21,100.67,0.06,9.12,54.35,60.99,3,Non-Leak,0
700,673.67,20.63,76.31,1.64,50.48,648.41,52.88,4,Medium,1
701,0.62,24.82,100.18,0.07,10.35,53.57,60.75,5,Non-Leak,0
702,1096.79,19.73,60.76,2.35,73.08,789.73,44.06,6,Large,1
703,0.64,25.08,100.26,0.05,9.48,54.57,61.03,7,Non-Leak,0
